ID,education,marital_status,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,response,age,household_members,total_amount,total_purchase,median_amount_purchase,total_cmp,total_%_cmp,segmento
10207,Graduation,Together,22775.0,1,0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,37,3,15,4,3.75,0,0.0,0
5872,Graduation,Single,60689.0,0,1,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,64,2,639,22,29.045454545454547,0,0.0,1
3834,Graduation,Single,69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,53,2,861,23,37.43478260869565,0,0.0,1
4608,Graduation,Divorced,81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,1,28,1,778,27,28.814814814814813,0,0.0,1
7441,Graduation,Divorced,71128.0,1,0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,42,2,1615,27,59.81481481481482,0,0.0,1
3717,Graduation,Married,61180.0,0,1,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0,56,3,704,18,39.111111111111114,1,0.16666666666666666,1
10530,PhD,Widow,67786.0,0,0,0,431,82,441,80,20,102,1,3,6,6,1,0,0,0,0,0,0,1,56,1,1156,16,72.25,0,0.0,1
6312,Graduation,Married,65031.0,0,1,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,56,3,863,30,28.766666666666666,0,0.0,1
9135,Graduation,Together,27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,65,4,64,6,10.666666666666666,0,0.0,0
7787,Graduation,Together,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,55,3,819,23,35.608695652173914,0,0.0,1
8418,2n Cycle,Single,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,57,3,61,7,8.714285714285714,0,0.0,0
2115,Graduation,Together,50116.0,1,1,68,54,0,10,0,0,2,2,1,0,4,5,0,1,0,0,0,0,0,58,4,66,7,9.428571428571429,1,0.16666666666666666,0
5154,Master,Divorced,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,43,2,54,6,9.0,0,0.0,0
9289,Graduation,Married,36781.0,1,0,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,36,3,63,6,10.5,0,0.0,0
10584,Graduation,Married,65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,39,3,945,24,39.375,0,0.0,1
4817,Graduation,Divorced,22304.0,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,59,1,18,4,4.5,0,0.0,0
3158,Graduation,Married,32300.0,1,0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0,42,3,39,5,7.8,0,0.0,0
1833,PhD,Single,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,41,2,133,9,14.777777777777779,0,0.0,0
10641,Graduation,Single,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,37,3,57,10,5.7,0,0.0,0
9432,Graduation,Together,110428.79999999925,1,0,23,9,14,18,8,1,12,4,3,1,3,6,0,0,0,0,0,0,0,38,3,62,11,5.636363636363637,0,0.0,0
3498,PhD,Married,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,39,3,877,25,35.08,1,0.16666666666666666,1
1764,Graduation,Single,33955.0,1,0,92,100,2,128,23,7,10,4,5,1,5,8,0,0,0,0,0,0,0,40,2,270,15,18.0,0,0.0,0
1077,Graduation,Together,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,41,2,1020,15,68.0,0,0.0,1
737,PhD,Married,80360.0,0,0,56,1388,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,66,2,2126,15,141.73333333333332,3,0.5,1
3503,Graduation,Divorced,82460.0,0,0,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0,65,1,974,15,64.93333333333334,0,0.0,1
2826,Graduation,Married,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,48,5,37,7,5.285714285714286,0,0.0,0
500,Graduation,Together,96876.0,0,0,79,908,43,735,40,191,21,1,7,7,9,2,0,1,1,1,0,0,1,38,2,1938,24,80.75,3,0.5,1
194,Graduation,Married,48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,50,4,41,5,8.2,0,0.0,0
7943,PhD,Married,36663.0,1,0,40,18,0,6,3,3,5,1,1,1,3,2,0,0,0,0,0,0,0,40,3,35,6,5.833333333333333,0,0.0,0
5147,Graduation,Single,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,67,1,1424,27,52.74074074074074,0,0.0,1
9206,Graduation,Together,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,47,3,1121,26,43.11538461538461,1,0.16666666666666666,1
1020,Graduation,Married,79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,42,2,1366,19,71.89473684210526,1,0.16666666666666666,1
7397,Graduation,Single,49090.0,0,1,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,64,2,688,21,32.76190476190476,0,0.0,1
1379,Master,Together,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,23,2,241,11,21.90909090909091,0,0.0,0
7375,Graduation,Together,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,39,3,576,16,36.0,0,0.0,0
7761,2n Cycle,Together,38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,37,3,109,9,12.11111111111111,0,0.0,0
7326,Master,Married,56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,44,3,63,6,10.5,0,0.0,0
1655,Graduation,Together,34350.0,1,0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,36,3,48,5,9.6,0,0.0,0
618,PhD,Married,69389.0,0,1,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,38,3,797,22,36.22727272727273,0,0.0,1
851,Master,Married,57136.0,1,1,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,0,43,4,642,26,24.692307692307693,0,0.0,0
4796,Graduation,Divorced,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,63,2,39,5,7.8,0,0.0,0
2894,Graduation,Single,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,30,1,2013,21,95.85714285714286,3,0.5,1
2546,2n Cycle,Single,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,38,2,70,6,11.666666666666666,0,0.0,0
10065,2n Cycle,Married,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,45,2,64,8,8.0,0,0.0,0
5885,2n Cycle,Married,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,42,5,211,16,13.1875,0,0.0,0
9523,Graduation,Together,40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,33,3,15,4,3.75,0,0.0,0
1103,Master,Married,81929.0,1,0,60,1388,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,0,1,39,3,1955,20,97.75,2,0.3333333333333333,1
5538,Graduation,Divorced,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,40,1,1862,17,109.52941176470588,3,0.5,1
7254,Graduation,Together,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,46,3,137,10,13.7,0,0.0,0
450,Master,Together,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,57,3,270,12,22.5,0,0.0,0
3900,Graduation,Married,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,43,3,769,21,36.61904761904762,0,0.0,1
968,Master,Divorced,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,47,2,187,12,15.583333333333334,0,0.0,0
7849,PhD,Married,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,45,2,1052,25,42.08,0,0.0,1
10757,PhD,Divorced,28420.0,1,0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,48,2,13,4,3.25,0,0.0,0
6365,2n Cycle,Married,30390.0,0,0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0,0,28,2,80,6,13.333333333333334,0,0.0,0
2574,PhD,Married,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,38,3,1230,21,58.57142857142857,3,0.5,1
8314,Graduation,Married,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,33,2,1772,19,93.26315789473684,1,0.16666666666666666,1
8832,Master,Together,37509.0,1,0,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,39,3,123,9,13.666666666666666,0,0.0,0
10196,Graduation,Married,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,37,4,614,20,30.7,0,0.0,0
10766,PhD,Married,65526.0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,51,3,506,17,29.764705882352942,0,0.0,1
4552,Graduation,Married,51373.0,0,0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,24,2,393,12,32.75,0,0.0,0
2518,2n Cycle,Together,20491.0,0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,29,2,30,4,7.5,0,0.0,0
2431,Graduation,Married,18222.0,0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,25,2,67,6,11.166666666666666,0,0.0,0
2162,Graduation,Married,56939.0,0,1,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,39,3,561,18,31.166666666666668,0,0.0,1
2281,Graduation,Single,33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,45,2,28,4,7.0,1,0.16666666666666666,0
7000,2n Cycle,Single,65704.0,0,0,18,279,172,74,38,8,242,1,2,10,10,1,0,0,0,0,0,0,0,43,1,813,23,35.34782608695652,0,0.0,1
9952,Master,Together,78093.0,0,0,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,68,2,1105,17,65.0,0,0.0,1
3712,Graduation,Divorced,52332.0,0,0,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,56,1,259,12,21.583333333333332,1,0.16666666666666666,0
5329,PhD,Divorced,35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,66,3,11,4,2.75,0,0.0,0
803,Graduation,Together,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,47,4,21,4,5.25,0,0.0,0
10983,Graduation,Together,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,63,2,930,23,40.43478260869565,0,0.0,1
7409,Graduation,Together,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,45,3,267,13,20.53846153846154,0,0.0,0
6203,Graduation,Together,74485.0,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,68,2,1734,26,66.6923076923077,0,0.0,1
9855,PhD,Single,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,63,2,1020,26,39.23076923076923,1,0.16666666666666666,1
738,2n Cycle,Single,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,34,3,182,12,15.166666666666666,0,0.0,0
3469,PhD,Divorced,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,38,3,103,9,11.444444444444445,0,0.0,0
6919,2n Cycle,Married,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,37,3,63,9,7.0,0,0.0,0
3340,Graduation,Married,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,1,38,3,436,20,21.8,0,0.0,0
4459,Graduation,Single,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,26,2,37,5,7.4,0,0.0,0
6870,PhD,Divorced,68805.0,0,1,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,56,2,283,12,23.583333333333332,0,0.0,0
8204,2n Cycle,Married,78041.0,0,0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,44,2,1319,18,73.27777777777777,0,0.0,1
10676,Graduation,Married,63211.0,0,0,3,145,180,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,33,2,1160,20,58.0,0,0.0,1
642,Basic,Married,16005.0,1,0,69,1,3,2,20,30,47,3,2,1,2,8,0,0,0,0,0,0,0,35,3,103,8,12.875,0,0.0,0
3885,PhD,Married,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,32,3,63,5,12.6,1,0.16666666666666666,0
503,Master,Married,20559.0,1,0,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,30,3,53,7,7.571428571428571,0,0.0,0
9907,Master,Together,66476.0,0,1,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0,46,3,1013,26,38.96153846153846,0,0.0,1
3422,Graduation,Married,76068.0,0,1,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,0,1,0,0,40,3,1376,10,137.6,2,0.3333333333333333,1
4406,Graduation,Together,67419.0,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,45,3,1471,25,58.84,0,0.0,1
176,2n Cycle,Single,67506.0,0,1,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,35,2,331,12,27.583333333333332,0,0.0,0
7348,PhD,Single,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,57,1,1192,17,70.11764705882354,0,0.0,1
3308,Graduation,Married,35704.0,1,1,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,63,4,94,9,10.444444444444445,0,0.0,0
2109,Graduation,Single,96843.0,0,0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,25,1,1544,28,55.142857142857146,1,0.16666666666666666,1
988,Graduation,Married,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,50,2,1193,18,66.27777777777777,1,0.16666666666666666,1
10795,PhD,Married,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,42,3,48,7,6.857142857142857,0,0.0,0
1131,PhD,Single,52569.0,0,1,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0,48,2,95,7,13.571428571428571,0,0.0,0
11112,Graduation,Together,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,49,3,1477,25,59.08,0,0.0,1
4298,PhD,Together,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,42,3,10,4,2.5,0,0.0,0
9426,Master,Single,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,51,2,900,15,60.0,0,0.0,1
10099,Graduation,Married,55434.0,1,0,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0,31,3,882,24,36.75,0,0.0,1
7828,Master,Together,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,34,2,818,12,68.16666666666667,0,0.0,1
5909,Graduation,Married,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,51,3,1171,20,58.55,0,0.0,1
5186,PhD,Married,58482.0,0,1,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,0,0,60,3,731,22,33.22727272727273,1,0.16666666666666666,1
6142,Master,Married,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,70,2,900,14,64.28571428571429,0,0.0,1
1384,Basic,Married,17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,23,3,62,7,8.857142857142858,1,0.16666666666666666,0
2936,Master,Together,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,33,3,23,5,4.6,0,0.0,0
5371,Graduation,Single,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,26,2,91,8,11.375,1,0.16666666666666666,0
3696,Graduation,Divorced,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,50,3,52,7,7.428571428571429,0,0.0,0
6658,Graduation,Together,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,43,3,1194,32,37.3125,0,0.0,1
868,Graduation,Married,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,49,3,65,6,10.833333333333334,0,0.0,0
4676,Master,Widow,73705.0,0,2,86,612,91,520,240,107,107,2,9,6,8,5,0,0,0,0,0,0,0,64,3,1677,25,67.08,0,0.0,1
9653,Graduation,Married,35797.0,0,1,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,40,3,68,7,9.714285714285714,0,0.0,0
5114,Master,Married,74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,50,3,965,16,60.3125,0,0.0,1
6310,Graduation,Married,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,37,3,78,7,11.142857142857142,0,0.0,0
4385,PhD,Single,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,34,2,47,8,5.875,0,0.0,0
7732,Graduation,Married,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,37,3,745,20,37.25,0,0.0,1
8557,Graduation,Single,51012.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,33,2,46,7,6.571428571428571,0,0.0,0
9624,PhD,Together,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,57,2,963,14,68.78571428571429,0,0.0,1
7861,Master,Married,77027.0,0,1,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,63,3,1175,19,61.8421052631579,0,0.0,1
8235,Master,Together,69245.0,0,1,8,428,30,214,80,30,61,2,6,5,10,3,0,0,0,0,0,0,0,59,3,843,23,36.65217391304348,0,0.0,1
4501,Master,Single,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,50,1,1478,20,73.9,0,0.0,1
6200,Graduation,Married,75903.0,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,64,3,901,23,39.17391304347826,0,0.0,1
933,PhD,Married,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,37,3,25,4,6.25,0,0.0,0
1515,Master,Together,34176.0,0,1,9,11,2,7,4,2,2,1,1,0,3,3,0,0,0,0,0,0,0,40,3,28,5,5.6,0,0.0,0
4945,Graduation,Widow,53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,62,1,1210,28,43.214285714285715,0,0.0,1
4706,Graduation,Single,34704.0,0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,49,2,40,5,8.0,0,0.0,0
6912,PhD,Married,63246.0,0,2,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,48,4,772,22,35.09090909090909,0,0.0,1
760,PhD,Divorced,60554.0,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,40,2,811,23,35.26086956521739,0,0.0,1
6859,Graduation,Single,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,28,2,99,9,11.0,0,0.0,0
1158,Graduation,Divorced,48877.0,0,1,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,49,2,144,8,18.0,0,0.0,0
6404,Graduation,Together,58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,46,5,282,16,17.625,0,0.0,0
5956,PhD,Divorced,45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,67,4,284,16,17.75,0,0.0,0
5868,Graduation,Married,19107.0,1,0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,35,3,46,6,7.666666666666667,0,0.0,0
5636,Graduation,Single,30983.0,0,0,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,0,1,52,1,167,8,20.875,0,0.0,0
7699,Graduation,Widow,40590.0,1,1,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,46,3,258,15,17.2,1,0.16666666666666666,0
24,Master,Together,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,55,4,47,12,3.9166666666666665,0,0.0,0
7325,PhD,Together,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,29,3,40,5,8.0,0,0.0,0
5995,Graduation,Divorced,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,53,3,384,20,19.2,0,0.0,0
5234,2n Cycle,Together,30753.0,1,1,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,48,4,81,7,11.571428571428571,0,0.0,0
8643,Graduation,Together,69930.0,0,0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,44,2,1662,22,75.54545454545455,0,0.0,1
4472,PhD,Divorced,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,45,2,57,6,9.5,0,0.0,0
626,Graduation,Married,32871.0,1,1,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,64,4,43,5,8.6,0,0.0,0
3560,Graduation,Together,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,63,2,1574,20,78.7,1,0.16666666666666666,1
9214,Graduation,Married,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,24,2,358,13,27.53846153846154,0,0.0,0
9308,Graduation,Married,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,61,2,976,14,69.71428571428571,0,0.0,1
2634,Master,Single,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,36,2,69,9,7.666666666666667,0,0.0,0
10909,Graduation,Married,92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,67,2,1899,20,94.95,2,0.3333333333333333,1
9150,PhD,Single,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,52,3,62,7,8.857142857142858,0,0.0,0
6036,Master,Together,89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,56,2,1924,19,101.26315789473684,1,0.16666666666666666,1
2261,Graduation,Married,26304.0,1,0,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,46,3,16,4,4.0,0,0.0,0
2181,Graduation,Married,70617.0,0,0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,45,2,1280,14,91.42857142857143,0,0.0,1
5731,Master,Married,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,32,3,37,5,7.4,0,0.0,0
7628,2n Cycle,Married,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,42,3,76,8,9.5,0,0.0,0
10619,Graduation,Single,95529.0,0,0,29,770,29,890,240,27,24,1,7,3,7,3,0,0,1,0,0,0,1,21,1,1980,18,110.0,1,0.16666666666666666,1
2098,PhD,Married,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,46,4,17,4,4.25,0,0.0,0
5207,PhD,Married,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,52,4,793,29,27.344827586206897,0,0.0,1
4084,Graduation,Together,60934.0,0,1,41,224,155,155,192,93,54,2,6,4,11,4,0,0,0,0,0,0,0,40,3,873,23,37.95652173913044,0,0.0,1
535,Graduation,Divorced,81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,28,1,778,27,28.814814814814813,0,0.0,1
3830,Master,Married,59354.0,0,2,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,62,4,459,16,28.6875,0,0.0,0
9204,Graduation,Widow,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,45,2,1029,17,60.529411764705884,0,0.0,1
4303,PhD,Together,7500.0,0,1,76,107,2,12,2,2,12,0,0,0,1,12,0,0,0,0,0,0,0,58,3,137,1,137.0,0,0.0,0
7786,PhD,Single,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,29,2,160,12,13.333333333333334,0,0.0,0
965,Graduation,Divorced,55635.0,0,1,34,235,65,164,50,49,27,4,7,3,7,6,0,0,0,0,0,0,0,44,2,590,21,28.095238095238095,0,0.0,1
1170,Graduation,Married,27573.0,1,0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,40,3,244,14,17.428571428571427,0,0.0,0
5386,Graduation,Together,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,62,2,2302,18,127.88888888888889,3,0.5,1
7005,Graduation,Single,58684.0,0,0,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,0,34,1,813,21,38.714285714285715,1,0.16666666666666666,1
9485,PhD,Married,45921.0,0,0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,29,2,199,10,19.9,0,0.0,0
9697,Graduation,Married,53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,64,4,542,20,27.1,0,0.0,0
3559,2n Cycle,Married,16248.0,1,0,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,27,3,57,9,6.333333333333333,0,0.0,0
8475,PhD,Married,110428.79999999925,0,1,98,20,2,965,1,2,1,13,0,11,1,1,0,0,0,0,0,0,0,42,3,991,25,39.64,0,0.0,1
10141,Master,Divorced,39228.0,0,0,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,0,55,1,20,4,5.0,0,0.0,0
